"","State","County","fips","7_day_average_case_growth"
"2317","Virginia","Richmond","51159",0.0450653447498873
"2318","Virginia","Westmoreland","51193",1.15218972233374
"2319","Virginia","Wise","51195",6.03593150703972
"2320","Washington","Asotin","53003",0.595238095238095
"2321","West Virginia","Mineral","54057",1.38717388095396
"2322","Wisconsin","Barron","55005",2.02329108980669
"2323","Wisconsin","Rusk","55107",4.36624649859944
"2324","Wyoming","Lincoln","56023",1.69891866253078
"2325","Arkansas","Dallas","05039",1.24077100156252
"2326","Colorado","Ouray","08091",1.19047619047619
"2327","Florida","Dixie","12029",9.14413307679484
"2328","Florida","Jefferson","12065",4.24951617727395
"2329","Georgia","Wayne","13305",2.62163846671591
"2330","Idaho","Caribou","16029",0.985221674876847
"2331","Illinois","Jasper","17079",1.91169971621071
"2332","Illinois","Lee","17103",2.23607511232776
"2333","Illinois","Mason","17125",1.63195792763899
"2334","Illinois","Pike","17149",7.53752783164548
"2335","Indiana","Martin","18101",0.340136054421769
"2336","Indiana","Union","18161",2.91240256093066
"2337","Iowa","Grundy","19075",1.34201581570003
"2338","Iowa","Howard","19089",0.297619047619048
"2339","Iowa","Lee","19111",3.26295461579743
"2340","Iowa","Mills","19129",1.56068228355707
"2341","Kansas","Greenwood","20073",4.36624649859944
"2342","Kansas","Jewell","20089",3.01587301587302
"2343","Kentucky","Caldwell","21033",0.87463556851312
"2344","Kentucky","Clinton","21053",3.61670896153655
"2345","Kentucky","Ohio","21183",0.445545828000678
"2346","Kentucky","Perry","21193",2.72782272969
"2347","Minnesota","McLeod","27085",4.06807297683288
"2348","Minnesota","Polk","27119",2.41255674511639
"2349","Missouri","Nodaway","29147",1.94503819227199
"2350","Montana","Beaverhead","30001",4.13558896338787
"2351","Nebraska","Cherry","31031",0
"2352","New Mexico","Lincoln","35027",3.40593729192058
"2353","New Mexico","Los Alamos","35028",0.714285714285714
"2354","North Carolina","Ashe","37009",4.09254243407805
"2355","North Carolina","Warren","37185",0.98900781453906
"2356","Ohio","Adams","39001",1.5739314593762
"2357","Oklahoma","Tillman","40141",0.765468866972626
"2358","Pennsylvania","Sullivan","42113",0
"2359","Pennsylvania","Wyoming","42131",0.743237403854464
"2360","Tennessee","Stewart","47161",1.44729203393806
"2361","Texas","Andrews","48003",2.22410069227061
"2362","Texas","Hemphill","48211",0.348432055749129
"2363","Texas","Hutchinson","48233",1.44699106708894
"2364","Texas","Mason","48319",4.19967987194878
"2365","Texas","Trinity","48455",2.11855396989722
"2366","Texas","Tyler","48457",0.124223602484472
"2367","Virginia","Charlotte","51037",1.13769903565822
"2368","Virginia","Staunton city","51790",0.990941813957415
"2369","Washington","Wahkiakum","53069",0
"2370","Wisconsin","Manitowoc","55071",1.70330956558299
"2371","Wisconsin","Shawano","55115",3.15490937730696
"2372","Wyoming","Crook","56011",1.58730158730159
"2373","Arkansas","Phillips","05107",1.88554139453543
"2374","Arkansas","Yell","05149",0.732445237275913
"2375","Georgia","Crawford","13079",1.84746980283248
"2376","Illinois","Boone","17007",0.655760969801702
"2377","Illinois","Calhoun","17013",3.8265306122449
"2378","Illinois","Gallatin","17059",2.49754220625127
"2379","Indiana","Daviess","18027",1.36323289458681
"2380","Iowa","Clarke","19039",1.46706334109304
"2381","Iowa","Hamilton","19079",0.473769376315121
"2382","Kansas","Geary","20061",1.09308393020853
"2383","Kansas","Republic","20157",1.53061224489796
"2384","Kansas","Wabaunsee","20197",1.08058608058608
"2385","Kentucky","Adair","21001",1.79941080275841
"2386","Kentucky","Carter","21043",0.886887396192525
"2387","Kentucky","Greenup","21089",3.27593969772461
"2388","Kentucky","Johnson","21115",4.42296355845395
"2389","Kentucky","Leslie","21131",2.09895924181638
"2390","Kentucky","Letcher","21133",2.94936795455025
"2391","Kentucky","McLean","21149",1.05400696864111
"2392","Kentucky","Monroe","21171",0.952651613217036
"2393","Kentucky","Pike","21195",1.942442786392
"2394","Minnesota","Houston","27055",0.421315954050229
"2395","Minnesota","Pipestone","27117",1.2677498914311
"2396","Mississippi","Stone","28131",4.22760920122516
"2397","Nebraska","Johnson","31097",2.48917748917749
"2398","Nebraska","Phelps","31137",1.23716153127918
"2399","Nebraska","Seward","31159",3.15519076193805
"2400","North Carolina","Pender","37141",0.953665827839833
"2401","North Dakota","Emmons","38029",1.8452380952381
"2402","Ohio","Monroe","39111",0.31924380238987
"2403","Oregon","Sherman","41055",3.13971742543171
"2404","Pennsylvania","Fulton","42057",3.01481851481851
"2405","Tennessee","Henderson","47077",4.20739997856616
"2406","Texas","Aransas","48007",1.69060136211931
"2407","Wisconsin","Florence","55037",2.38095238095238
"2408","Alaska","Petersburg Borough","02195",0
"2409","Arkansas","Clay","05021",3.11571770646633
"2410","Arkansas","Franklin","05047",2.64954655400797
"2411","Arkansas","Izard","05065",2.442878634368
"2412","Arkansas","Logan","05083",8.85612393092184
"2413","California","Lake","06033",1.41308704895981
"2414","Florida","Hamilton","12047",1.04106148875739
"2415","Georgia","Atkinson","13003",1.33166300050725
"2416","Georgia","Brantley","13025",1.23204744894129
"2417","Georgia","Echols","13101",0.198423769550005
"2418","Georgia","Jeff Davis","13161",2.55675553037091
"2419","Georgia","Treutlen","13283",3.00318126014219
"2420","Illinois","Jefferson","17081",6.44599049540466
"2421","Illinois","Wabash","17185",1.83170995670996
"2422","Indiana","Pulaski","18131",1.52040269457099
"2423","Iowa","Chickasaw","19037",1.11527687998276
"2424","Iowa","Franklin","19069",1.67111941441575
"2425","Iowa","Marion","19125",1.91594133061154
"2426","Iowa","Winnebago","19189",1.5509672422309
"2427","Kansas","Morton","20129",0
"2428","Louisiana","West Carroll","22123",2.18580934586697
"2429","Michigan","Presque Isle","26141",3.35808884957492
"2430","Minnesota","Murray","27101",0.238095238095238
"2431","Minnesota","Redwood","27127",2.69751082251082
"2432","Mississippi","Greene","28041",0.930103876016336
"2433","Missouri","Gentry","29075",0.716711507078904
"2434","Missouri","Madison","29123",5.60224089635854
"2435","Missouri","Phelps","29161",1.15348902043487
"2436","Missouri","Worth","29227",1.78571428571429
"2437","Nebraska","Cheyenne","31033",0
"2438","Nebraska","Custer","31041",0.6727215198976
"2439","Nebraska","Stanton","31167",1.60910518053375
"2440","Ohio","Morgan","39115",4.9043675441191
"2441","Ohio","Paulding","39125",1.84205775704366
"2442","Ohio","Putnam","39137",0.946490760950233
"2443","Ohio","Scioto","39145",3.1869385193368
"2444","Oklahoma","Jefferson","40067",1.38344854070661
"2445","Oregon","Curry","41015",1.02040816326531
"2446","Texas","Pecos","48371",2.25935648842733
"2447","Texas","Zapata","48505",1.40883609321266
"2448","Virgin Islands","St. Croix","78010",1.96317155558068
"2449","Virgin Islands","St. John","78020",1.73319327731092
"2450","Virgin Islands","St. Thomas","78030",5.72050637784914
"2451","Virginia","Appomattox","51011",3.08693700086208
"2452","Virginia","Giles","51071",0
"2453","Virginia","Russell","51167",9.50962467911931
"2454","West Virginia","Lewis","54041",1.58875516018373
"2455","West Virginia","Taylor","54091",1.07354909241702
"2456","Wisconsin","Kewaunee","55061",2.43717377351154
"2457","Wisconsin","Waushara","55137",2.03253656443884
"2458","Alaska","Bethel Census Area","02050",1.27046866177301
"2459","Florida","Gilchrist","12041",1.10371826041194
"2460","Florida","Taylor","12123",15.7558941232265
"2461","Georgia","Hancock","13141",1.65032379737758
"2462","Idaho","Power","16077",2.44482118866355
"2463","Illinois","Coles","17029",3.02602730213035
"2464","Illinois","Lawrence","17101",2.66370395938502
"2465","Illinois","Richland","17159",6.96057910343625
"2466","Illinois","Shelby","17173",5.08743596941264
"2467","Iowa","Buena Vista","19021",0.0639987939604759
"2468","Iowa","Delaware","19055",3.43025139304457
"2469","Iowa","Greene","19073",1.09938307306728
"2470","Kansas","Barber","20007",0
"2471","Kansas","Rooks","20163",1.73319327731092
"2472","Kansas","Scott","20171",2.04081632653061
"2473","Kansas","Seward","20175",0.381706463286382
"2474","Kentucky","Green","21087",3.3108802845645
"2475","Kentucky","Hart","21099",2.44592718064685
"2476","Kentucky","Todd","21219",0.853068500127324
"2477","Louisiana","Cameron","22023",0.261324041811847
"2478","Michigan","Mason","26105",0.581708097172015
"2479","Minnesota","Roseau","27135",1.6484274869368
"2480","Minnesota","Swift","27151",0.280112044817927
"2481","Missouri","Dallas","29059",3.2756378155944
"2482","Missouri","Howard","29089",1.23592205923381
"2483","Missouri","Oregon","29149",1.0989010989011
"2484","Missouri","Polk","29167",1.45645315655342
"2485","Missouri","Scotland","29199",2.38095238095238
"2486","North Carolina","Richmond","37153",0.789320656411005
"2487","North Dakota","Bowman","38011",0
"2488","Ohio","Meigs","39105",7.49893176954646
"2489","Oklahoma","Beaver","40007",0
"2490","Oklahoma","Dewey","40043",3.8265306122449
"2491","Oklahoma","Marshall","40095",1.42839860299127
"2492","Pennsylvania","Elk","42047",1.59547956817926
"2493","Pennsylvania","Jefferson","42065",2.34738659226706
"2494","Texas","Callahan","48059",1.69354185236205
"2495","Texas","Crosby","48107",2.82248002879213
"2496","Texas","Dallam","48111",0.859342329876693
"2497","Texas","Hamilton","48193",6.6410344041923
"2498","Texas","Hansford","48195",3.17993054017785
"2499","Texas","Knox","48275",3.92527546049913
"2500","Texas","Mitchell","48335",2.33967210046362
"2501","Vermont","Grand Isle","50013",0
"2502","Virginia","Buchanan","51027",1.18436524716671
"2503","Virginia","Craig","51045",0.892857142857143
"2504","Virginia","Dinwiddie","51053",1.32882020682885
"2505","Virginia","Lunenburg","51111",1.76563160198461
"2506","Virginia","Rappahannock","51157",0.705574912891986
"2507","West Virginia","Brooke","54009",0.237969328397673
"2508","West Virginia","Fayette","54019",1.58945625456672
"2509","West Virginia","McDowell","54047",9.12683997477698
"2510","West Virginia","Nicholas","54067",2.57804759244851
"2511","West Virginia","Tyler","54095",1.19047619047619
"2512","West Virginia","Wyoming","54109",5.94307438117676
"2513","Wisconsin","Lafayette","55065",3.11386680286955
"2514","Arkansas","Madison","05087",0.878195875241134
"2515","Florida","Lafayette","12067",2.78551058341139
"2516","Illinois","Hancock","17067",8.59642900069015
"2517","Illinois","Stark","17175",0
"2518","Iowa","Worth","19195",1.38366585600192
"2519","Kentucky","Ballard","21007",2.6821498394079
"2520","Kentucky","Jackson","21109",0.994451401219713
"2521","Kentucky","Whitley","21235",3.3244361003719
"2522","Michigan","Schoolcraft","26153",5.95238095238095
"2523","Minnesota","Pine","27115",0.337471766921992
"2524","Missouri","Washington","29221",3.62096956979686
"2525","Montana","Richland","30083",0.31055900621118
"2526","North Dakota","Stutsman","38093",2.22215594387298
"2527","Ohio","Henry","39069",1.57549581097825
"2528","Ohio","Jackson","39079",1.88088773719387
"2529","South Dakota","Oglala Lakota","46102",0.765937390326002
"2530","Tennessee","Decatur","47039",3.22150165198861
"2531","Texas","Bee","48025",11.5649002892948
"2532","Texas","Delta","48119",2.04081632653061
"2533","Texas","Dickens","48125",3.57142857142857
"2534","Texas","Floyd","48153",1.00686488202352
"2535","Texas","Frio","48163",1.08599427429041
"2536","Texas","Jones","48253",-0.58861294299249
"2537","Vermont","Essex","50009",7.14285714285714
"2538","West Virginia","Boone","54005",4.04428112972847
"2539","West Virginia","Braxton","54007",0
"2540","West Virginia","Hampshire","54027",0.383526383526384
"2541","Alabama","Perry","01105",0.883395911822878
"2542","Colorado","Gilpin","08047",0
"2543","Colorado","Prowers","08099",1.16106442577031
"2544","Illinois","Pulaski","17153",0.470995533107334
"2545","Illinois","Schuyler","17169",2.68557422969188
"2546","Kentucky","Knox","21121",2.17107900179385
"2547","Mississippi","Jefferson Davis","28065",2.39522583272888
"2548","Missouri","St. Clair","29185",0.0417710944026733
"2549","Missouri","Vernon","29217",1.55426506374702
"2550","Montana","Stillwater","30095",2.8298017771702
"2551","Nebraska","Burt","31021",5.15305384270902
"2552","Nebraska","Polk","31143",1.19047619047619
"2553","Nevada","White Pine","32033",2.1193092621664
"2554","New Mexico","Colfax","35007",4.80488349185828
"2555","North Carolina","Jones","37103",5.64033425346222
"2556","North Dakota","Richland","38077",2.08343145999635
"2557","Ohio","Noble","39121",0.997899159663865
"2558","South Dakota","Corson","46031",1.95519587145203
"2559","South Dakota","Jerauld","46073",0.00915750915750919
"2560","Texas","Bandera","48019",1.35372952484094
"2561","Texas","Jack","48237",5.78200404357686
"2562","Texas","Madison","48313",0.460252642906209
"2563","Texas","McCulloch","48307",2.29989426862346
"2564","Texas","Sabine","48403",2.20646700238537
"2565","Texas","Scurry","48415",1.53187375606029
"2566","Virginia","Floyd","51063",8.27174692577916
"2567","Virginia","Middlesex","51119",4.65697032905813
"2568","West Virginia","Wayne","54099",1.57543534183833
"2569","Wisconsin","Sawyer","55113",7.44664201640946
"2570","Arkansas","Marion","05089",1.262143653448
"2571","Florida","Liberty","12077",0.0793630306481211
"2572","Illinois","Fulton","17057",4.15757456828885
"2573","Illinois","Greene","17061",11.3195325977281
"2574","Indiana","Perry","18123",1.07745784689501
"2575","Iowa","Osceola","19143",0.911174419311852
"2576","Iowa","Union","19175",1.1885150456579
"2577","Kentucky","Trimble","21223",0.446428571428571
"2578","Michigan","Menominee","26109",5.35584749664561
"2579","Minnesota","Nobles","27105",0.179743018403284
"2580","Montana","Big Horn","30003",4.04811216830449
"2581","Nebraska","Clay","31035",0.893115604904576
"2582","Nebraska","Franklin","31061",4.44444444444444
"2583","Nebraska","Webster","31181",0
"2584","New Mexico","Luna","35029",1.3499957758883
"2585","North Dakota","Sargent","38081",5.09018759018759
"2586","Oklahoma","Murray","40099",2.71436602152529
"2587","Oklahoma","Okfuskee","40107",1.96468492714531
"2588","South Dakota","Miner","46097",1.02040816326531
"2589","Texas","Concho","48095",1.0989010989011
"2590","Texas","Cooke","48097",1.58307123204404
"2591","Texas","Howard","48227",1.23259932717887
"2592","Texas","Rains","48379",1.85072610604525
"2593","Texas","Stephens","48429",5.7126343307067
"2594","Texas","Winkler","48495",3.1254384833231
"2595","Virginia","Colonial Heights city","51570",1.22127662251951
"2596","Virginia","Fairfax city","51600",0.879890800041787
"2597","Virginia","Scott","51169",8.19661094486302
"2598","Washington","Pacific","53049",2.44773519163763
"2599","Wisconsin","Polk","55095",1.64271759986046
"2600","Wyoming","Niobrara","56027",0
"2601","Alaska","Prince of Wales-Hyder Census Area","02198",6.54761904761905
"2602","Georgia","Montgomery","13209",2.33273193306375
"2603","Illinois","McDonough","17109",1.74223408640846
"2604","Illinois","Perry","17145",6.67547313312643
"2605","Illinois","Warren","17187",0.77661333453244
"2606","Kansas","Ellis","20051",1.37478334624037
"2607","Kansas","Hamilton","20075",0
"2608","Kansas","Phillips","20147",0.303951367781155
"2609","Kentucky","Fleming","21069",1.03001913152289
"2610","Kentucky","Gallatin","21077",0.0022603978300181
"2611","Kentucky","Knott","21119",4.47993128355699
"2612","Kentucky","Rowan","21205",0.213041738434504
"2613","Louisiana","Tensas","22107",3.31873775151086
"2614","Michigan","Alpena","26007",0.341057367829021
"2615","Michigan","Lake","26085",3.13774632660082
"2616","Minnesota","Becker","27005",1.3969083551819
"2617","Missouri","Andrew","29003",0.842523133058791
"2618","Missouri","Iron","29093",6.29036792582646
"2619","Montana","Golden Valley","30037",0
"2620","Nebraska","Box Butte","31013",1.2987012987013
"2621","Nebraska","Pierce","31139",1.63890117450489
"2622","Nebraska","Wayne","31179",0.816326530612245
"2623","New Mexico","Quay","35037",1.34015849741656
"2624","North Dakota","Rolette","38079",9.94638902671853
"2625","Ohio","Hocking","39073",1.30200444759402
"2626","Oregon","Coos","41011",1.15585117261069
"2627","South Dakota","Sanborn","46111",0
"2628","Texas","Dimmit","48127",2.77769298588427
"2629","West Virginia","Monroe","54063",1.50375939849624
"2630","West Virginia","Summers","54089",8.50340136054422
"2631","Wisconsin","Price","55099",6.84946908592229
"2632","Alabama","Geneva","01061",2.90359803111017
"2633","Georgia","Evans","13109",2.47542262467653
"2634","Indiana","Benton","18007",0.238095238095238
"2635","Indiana","Pike","18125",3.77975549616532
"2636","Kansas","Kearny","20093",1.3035113035113
"2637","Kansas","Stanton","20187",6.57349896480331
"2638","Kentucky","Morgan","21175",1.50876730002346
"2639","Kentucky","Owsley","21189",5.63492063492064
"2640","Kentucky","Trigg","21221",1.46091861831176
"2641","Minnesota","Red Lake","27125",5.12849991255083
"2642","Minnesota","Rock","27133",1.86408210976568
"2643","Minnesota","Todd","27153",0.376954461591986
"2644","Nebraska","Dakota","31043",0.172052220374944
"2645","South Dakota","Sully","46119",21.4285714285714
"2646","South Dakota","Walworth","46129",0
"2647","West Virginia","Grant","54023",7.40964613069325
"2648","West Virginia","Mingo","54059",4.70401324003341
"2649","Wyoming","Big Horn","56003",0.408163265306122
"2650","Arkansas","Jackson","05067",10.3066971011821
"2651","Illinois","Johnson","17087",2.6687848903037
"2652","Iowa","Cass","19029",5.47299107668797
"2653","Michigan","Montmorency","26119",1.78571428571429
"2654","Nevada","Churchill","32001",3.52172037646227
"2655","North Carolina","Jackson","37099",1.69900553895251
"2656","Oklahoma","Alfalfa","40003",0
"2657","South Dakota","Hyde","46069",0
"2658","Tennessee","Lake","47095",0.793916903846039
"2659","Tennessee","Van Buren","47175",1.72039270253556
"2660","Texas","Motley","48345",6.42857142857143
"2661","Virginia","Falls Church city","51610",0.246305418719212
"2662","Wisconsin","Green Lake","55047",0.808817318251281
"2663","Illinois","Clay","17025",8.59456603154082
"2664","Kansas","Dickinson","20041",0.705574912891986
"2665","Kentucky","Casey","21045",1.48795351592608
"2666","Kentucky","Garrard","21079",1.63405424819886
"2667","Kentucky","Livingston","21139",0.446428571428571
"2668","Nebraska","Saline","31151",0.341438786727364
"2669","North Carolina","Tyrrell","37177",1.23904468825326
"2670","Oklahoma","Johnston","40069",2.05215419501134
"2671","Oregon","Jefferson","41031",2.29432669744237
"2672","Texas","Armstrong","48011",0.651927437641724
"2673","Texas","Duval","48131",2.08587569559866
"2674","Texas","Wilbarger","48487",4.76448741539491
"2675","West Virginia","Lincoln","54043",5.19294485366306
"2676","Wisconsin","Washburn","55129",6.60998085555869
"2677","Alaska","Nome Census Area","02180",1.42857142857143
"2678","Illinois","Union","17181",1.16988706663224
"2679","Kansas","Smith","20183",0
"2680","Michigan","Alcona","26001",0
"2681","Minnesota","Norman","27107",2.02254443740512
"2682","Missouri","Daviess","29061",0
"2683","Missouri","Holt","29087",4.76190476190476
"2684","Missouri","Miller","29131",2.9786398765843
"2685","Montana","Pondera","30073",3.01587301587302
"2686","Nebraska","Morrill","31123",0
"2687","Ohio","Harrison","39067",4.63561501155486
"2688","Tennessee","Moore","47127",5.36867994900967
"2689","Texas","Bosque","48035",3.74554979650793
"2690","Texas","Freestone","48161",1.82063673579676
"2691","Utah","Sevier","49041",1.68660337436709
"2692","Alaska","Kodiak Island Borough","02150",12.4786210030571
"2693","Illinois","Alexander","17003",0.396825396825397
"2694","Michigan","Baraga","26013",0
"2695","Minnesota","Mille Lacs","27095",3.54753398014724
"2696","Nebraska","Howard","31093",0.00481000481000482
"2697","Nebraska","Nance","31125",0
"2698","South Dakota","Moody","46101",0.952380952380952
"2699","Texas","La Salle","48283",0.200192436525172
"2700","Texas","Marion","48315",1.12627152139086
"2701","Texas","Red River","48387",0.213196643972135
"2702","Texas","Roberts","48393",-2.04081632653061
"2703","Texas","Sherman","48421",1.13850113850114
"2704","Virginia","Essex","51057",3.93381819770465
"2705","Illinois","Henderson","17071",4.44444444444444
"2706","Illinois","Wayne","17191",5.21090780925231
"2707","Kansas","Chase","20017",69.4715724127489
"2708","Kansas","Sherman","20181",1.02040816326531
"2709","Kansas","Wilson","20205",-1.42857142857143
"2710","Minnesota","Aitkin","27001",5.53205956712187
"2711","Nebraska","Butler","31023",0.99833944467079
"2712","Nebraska","Red Willow","31145",0.0525210084033613
"2713","Oklahoma","Haskell","40061",5.23015203419736
"2714","Oklahoma","McIntosh","40091",2.64980669719002
"2715","Oklahoma","Woods","40151",4.56140350877193
"2716","Tennessee","Rhea","47143",1.04402083446722
"2717","Texas","Zavala","48507",2.75808080099635
"2718","Illinois","Hamilton","17065",5.50069185472912
"2719","Michigan","Benzie","26019",0.0351864883884589
"2720","Minnesota","Kittson","27069",1.19047619047619
"2721","Missouri","Lewis","29111",3.2741247604693
"2722","Missouri","Marion","29127",2.74196294163507
"2723","Nebraska","Furnas","31065",0
"2724","Nevada","Mineral","32021",0
"2725","New Mexico","Guadalupe","35019",0
"2726","Oklahoma","Harper","40059",0
"2727","Tennessee","Crockett","47033",2.75585913172305
"2728","Texas","Carson","48065",2.1193092621664
"2729","Texas","Yoakum","48501",2.66611588455607
"2730","Utah","Sanpete","49039",2.72121457497741
"2731","Kansas","Sheridan","20179",0
"2732","Kentucky","Clay","21051",0.787678946910313
"2733","Kentucky","Fulton","21075",5.07734298574729
"2734","Maine","Piscataquis","23021",0
"2735","Minnesota","Marshall","27089",1.00281491907108
"2736","Minnesota","Morrison","27097",1.37553363766682
"2737","Missouri","Audrain","29007",0.515124889073262
"2738","North Dakota","Nelson","38063",5.78356541978833
"2739","Texas","Childress","48075",2.39546268958034
"2740","Texas","Houston","48225",3.67769730915988
"2741","Texas","Parmer","48369",1.28578963487405
"2742","Illinois","Cass","17017",2.17655954375509
"2743","Illinois","White","17193",2.35355161150474
"2744","Kansas","Haskell","20081",1.77789689984812
"2745","Minnesota","Chippewa","27023",1.01334324356965
"2746","Nebraska","Dixon","31051",0.505728607232367
"2747","Texas","Hartley","48205",0.518500082960013
"2748","Illinois","Hardin","17069",1.73319327731092
"2749","Iowa","Cherokee","19035",1.42103274424915
"2750","Iowa","Humboldt","19091",2.83063867665238
"2751","Kentucky","Hickman","21105",3.5226285912902
"2752","Minnesota","Pennington","27113",0.997965396204144
"2753","Nevada","Lander","32015",0.285714285714286
"2754","Oklahoma","Cimarron","40025",0
"2755","Virginia","Norton city","51720",4.97645211930926
"2756","Virginia","Patrick","51141",4.88809847251533
"2757","Kansas","Edwards","20047",1.42857142857143
"2758","Missouri","Carroll","29033",0.290072739052331
"2759","Missouri","Mississippi","29133",0.546145974882916
"2760","Nebraska","Fillmore","31059",0.62111801242236
"2761","North Dakota","Wells","38103",5.0515995872033
"2762","Texas","Brooks","48047",2.21543169072312
"2763","Texas","Wheeler","48483",0.907258064516129
"2764","Virginia","Highland","51091",11.9047619047619
"2765","Arkansas","Fulton","05049",5.97258060312248
"2766","Kansas","Clark","20025",0.338791643139469
"2767","Kansas","Gray","20069",1.93535566400473
"2768","Kansas","Kiowa","20097",2.38095238095238
"2769","Kansas","Rice","20159",4.47900313971743
"2770","Kentucky","Carlisle","21039",7.33416449142256
"2771","Nebraska","Greeley","31077",3.37301587301587
"2772","Nebraska","Sherman","31163",6.84240362811791
"2773","New Mexico","Harding","35021",0
"2774","Texas","Cochran","48079",6.6588642625509
"2775","Texas","Jim Hogg","48247",2.38594389537786
"2776","Kansas","Grant","20067",2.28812632007147
"2777","Kansas","Meade","20119",0
"2778","Montana","Wheatland","30107",0
"2779","South Dakota","Stanley","46117",0
"2780","Texas","Nolan","48353",0.324687747921405
"2781","Texas","Ochiltree","48357",1.78243550987842
"2782","Wisconsin","Vernon","55123",0.980907851159166
"2783","Idaho","Lemhi","16059",10.3392639106925
"2784","Nebraska","Thurston","31173",0.28254051680547
"2785","New Mexico","Union","35059",1.00281491907108
"2786","North Carolina","Madison","37115",2.47786277540541
"2787","North Dakota","Pembina","38067",0.018896447467876
"2788","South Dakota","McPherson","46089",4.42176870748299
"2789","West Virginia","Gilmer","54021",0
"2790","Alaska","Sitka City and Borough","02220",2.18201796847771
"2791","Nebraska","Jefferson","31095",1.97278911564626
"2792","North Dakota","Ransom","38073",1.07855107855108
"2793","South Dakota","Hand","46059",0
"2794","West Virginia","Calhoun","54013",0
"2795","Iowa","Pocahontas","19151",0.251735533524076
"2796","Nebraska","Cedar","31027",0.680272108843537
"2797","Nebraska","Valley","31175",0
"2798","North Carolina","Camden","37029",1.54981109482668
"2799","Oklahoma","Pushmataha","40127",1.11741199231864
"2800","South Dakota","Douglas","46043",0.892857142857143
"2801","Texas","Cottle","48101",3.8265306122449
"2802","West Virginia","Pocahontas","54075",0
"2803","Arkansas","Montgomery","05097",4.58749037391974
"2804","California","Mariposa","06043",1.23226001465214
"2805","Kansas","Nemaha","20131",0.614510373992335
"2806","Kentucky","Metcalfe","21169",1.76954541807352
"2807","Kentucky","Owen","21187",1.94283062981604
"2808","Minnesota","Wadena","27159",1.78778467908903
"2809","North Carolina","Graham","37075",4.43619125487869
"2810","Ohio","Vinton","39163",0.476190476190476
"2811","Oregon","Harney","41025",3.57142857142857
"2812","South Dakota","Buffalo","46017",0.265786480739752
"2813","Texas","Lipscomb","48295",2.73809523809524
"2814","Texas","Runnels","48399",2.14350528499802
"2815","Virginia","Grayson","51077",2.39727372956077
"2816","Iowa","Davis","19051",1.68352005026675
"2817","Kansas","Cheyenne","20023",7.14285714285714
"2818","Nebraska","Frontier","31063",0
"2819","New Mexico","Sierra","35051",1.42963080671646
"2820","North Carolina","Hyde","37095",1.94066246697826
"2821","North Carolina","Swain","37173",2.12753155050524
"2822","South Dakota","Day","46037",1.36054421768707
"2823","Kansas","Harper","20077",4.8015873015873
"2824","Nebraska","Hitchcock","31087",7.14285714285714
"2825","Texas","Garza","48169",0.294550810014727
"2826","Texas","Glasscock","48173",0
"2827","Illinois","Brown","17009",0
"2828","Iowa","Calhoun","19025",0.350582870908074
"2829","Iowa","Floyd","19067",3.57763663047934
"2830","Iowa","Sac","19161",0.350582870908074
"2831","Iowa","Wayne","19185",3.53174603174603
"2832","Kansas","Norton","20137",0
"2833","Minnesota","Kanabec","27065",3.41234003179816
"2834","North Dakota","Renville","38075",0.198412698412698
"2835","Texas","Brewster","48043",0.54566912892562
"2836","Wisconsin","Lincoln","55069",1.57446578936538
"2837","Minnesota","Grant","27051",1.435546746171
"2838","Nebraska","Keith","31101",2.97410192147034
"2839","Texas","Briscoe","48045",1.2987012987013
"2840","Texas","Coleman","48083",8.47347097347097
"2841","Georgia","Taliaferro","13265",1.28205128205128
"2842","Iowa","Monroe","19135",1.27314544483359
"2843","Missouri","Lawrence","29109",1.98242633517711
"2844","Missouri","Sullivan","29211",0.73083824348859
"2845","Nebraska","Holt","31089",9.88713667285096
"2846","North Carolina","Yancey","37199",0.396681417229362
"2847","West Virginia","Ritchie","54085",0
"2848","Kansas","Brown","20013",2.3015873015873
"2849","Kansas","Ellsworth","20053",2.38095238095238
"2850","Nebraska","Boone","31011",2.29591836734694
"2851","Oklahoma","Blaine","40011",-1.32562023075193
"2852","Texas","Refugio","48391",1.76455179408183
"2853","Minnesota","Pope","27121",2.44711360990431
"2854","North Dakota","Mercer","38057",2.91049530179965
"2855","Puerto Rico","Adjuntas","72001",1.14438005844268
"2856","Puerto Rico","Aguada","72003",2.87178706244925
"2857","Puerto Rico","Aguadilla","72005",2.98919909761538
"2858","Puerto Rico","Aguas Buenas","72007",2.3697653224984
"2859","Puerto Rico","Aibonito","72009",1.44339100202457
"2860","Puerto Rico","Anasco","72011",1.35251471147242
"2861","Puerto Rico","Arecibo","72013",2.46260716935155
"2862","Puerto Rico","Arroyo","72015",1.07391436505361
"2863","Puerto Rico","Barceloneta","72017",3.58202274273348
"2864","Puerto Rico","Barranquitas","72019",2.27937774639913
"2865","Puerto Rico","Bayamon","72021",3.3915072501672
"2866","Puerto Rico","Cabo Rojo","72023",2.41292665918269
"2867","Puerto Rico","Caguas","72025",2.73828199564594
"2868","Puerto Rico","Camuy","72027",4.29466411097889
"2869","Puerto Rico","Canovanas","72029",2.7005347740645
"2870","Puerto Rico","Carolina","72031",3.70188892203821
"2871","Puerto Rico","Catano","72033",1.95777604843562
"2872","Puerto Rico","Cayey","72035",2.05854233111101
"2873","Puerto Rico","Ceiba","72037",2.3717898175054
"2874","Puerto Rico","Ciales","72039",2.13677086043889
