"","State","County","fips","7_day_average_case_growth"
"1761","Georgia","Bulloch","13031",1.84809707817604
"1762","Georgia","Jenkins","13165",0.79149083452283
"1763","Georgia","Murray","13213",1.6032022244675
"1764","Georgia","Pike","13231",1.67541461995709
"1765","Georgia","Walton","13297",2.40765423144289
"1766","Georgia","Wheeler","13309",1.1576860056468
"1767","Idaho","Bonneville","16019",5.20326314903897
"1768","Idaho","Lincoln","16063",1.9098812238974
"1769","Illinois","Carroll","17015",3.00134889265324
"1770","Illinois","Fayette","17051",2.72685807168566
"1771","Illinois","Macon","17115",4.47479140715566
"1772","Indiana","Crawford","18025",1.00458788166429
"1773","Indiana","Newton","18111",1.13490505035804
"1774","Indiana","Switzerland","18155",0.931970691452653
"1775","Indiana","Vermillion","18165",5.35958147634213
"1776","Indiana","Wabash","18169",0.878338615317488
"1777","Indiana","White","18181",0.693134940378569
"1778","Iowa","Boone","19015",1.50759937604598
"1779","Iowa","Keokuk","19107",1.83074989526602
"1780","Iowa","Shelby","19165",2.23799963809049
"1781","Iowa","Taylor","19173",0.755180246429389
"1782","Kansas","Miami","20121",1.58867263637386
"1783","Kentucky","Boyle","21021",2.44086227236499
"1784","Kentucky","Bracken","21023",1.92118226600985
"1785","Kentucky","Breckinridge","21027",4.06834135936303
"1786","Kentucky","Butler","21031",0.196835669706783
"1787","Kentucky","Carroll","21041",1.7556902615294
"1788","Kentucky","Floyd","21071",2.17085526737639
"1789","Kentucky","Grant","21081",2.4297781494484
"1790","Kentucky","Nicholas","21181",0
"1791","Kentucky","Shelby","21211",1.31538586663621
"1792","Kentucky","Washington","21229",4.47444804199826
"1793","Louisiana","East Carroll","22035",0.711499705028447
"1794","Louisiana","Franklin","22041",1.91836015350576
"1795","Michigan","Osceola","26133",0.624249699879952
"1796","Minnesota","Clearwater","27029",0.136054421768707
"1797","Mississippi","Amite","28005",1.73405811667507
"1798","Mississippi","Clarke","28023",1.34994209242711
"1799","Mississippi","Covington","28031",0.872348827327495
"1800","Missouri","Ripley","29181",3.26211006427495
"1801","Missouri","Warren","29219",3.0393762620606
"1802","Nebraska","Gosper","31073",3.58543417366947
"1803","Nebraska","Platte","31141",0.516318758829837
"1804","Nevada","Humboldt","32013",0.876443001443001
"1805","New York","Cattaraugus","36009",0.623432549147257
"1806","New York","Schuyler","36097",0
"1807","North Carolina","Edgecombe","37065",1.38524898199162
"1808","North Carolina","Perquimans","37143",3.92138533574904
"1809","North Carolina","Polk","37149",2.47285991282875
"1810","North Dakota","Barnes","38003",2.10448573368741
"1811","North Dakota","Divide","38023",14.2857142857143
"1812","North Dakota","McLean","38055",7.02533747838826
"1813","North Dakota","Mountrail","38061",1.92384309842667
"1814","North Dakota","Sioux","38085",4.83083979744245
"1815","Ohio","Allen","39003",2.05257355175532
"1816","Ohio","Auglaize","39011",2.66493129997891
"1817","Ohio","Ottawa","39123",1.23460894118874
"1818","Ohio","Pike","39131",2.7401834955651
"1819","Ohio","Van Wert","39161",1.05410543664106
"1820","Oklahoma","Le Flore","40079",5.18308330178546
"1821","Oklahoma","Nowata","40105",0.514842300556586
"1822","Pennsylvania","Cameron","42023",0
"1823","Pennsylvania","Clarion","42031",0.373498681769358
"1824","Pennsylvania","Huntingdon","42061",0.825083349192058
"1825","Pennsylvania","McKean","42083",2.9839208410637
"1826","Pennsylvania","Perry","42099",0.597305878507728
"1827","Pennsylvania","Snyder","42109",1.17904750474075
"1828","Pennsylvania","Tioga","42117",1.19108904823191
"1829","South Carolina","Laurens","45059",1.20020047321676
"1830","South Dakota","Deuel","46039",3.37301587301587
"1831","South Dakota","Hamlin","46057",3.77400960384154
"1832","South Dakota","Hutchinson","46067",1.07855107855108
"1833","South Dakota","Yankton","46135",1.63398120709643
"1834","Tennessee","Bledsoe","47007",0.720509492303309
"1835","Tennessee","Carter","47019",3.34510235090875
"1836","Tennessee","Hardeman","47069",1.90672685996966
"1837","Tennessee","Johnson","47091",9.6151629612198
"1838","Tennessee","Morgan","47129",6.56251665566615
"1839","Tennessee","Trousdale","47169",0.0906917005851757
"1840","Tennessee","Union","47173",4.40987790884517
"1841","Tennessee","Weakley","47183",7.70477915737841
"1842","Texas","Burleson","48051",0.549493007186743
"1843","Texas","Caldwell","48055",0.861161202724459
"1844","Texas","Lamb","48279",1.55306779186582
"1845","Texas","Lynn","48305",0.436230436230436
"1846","Texas","Washington","48477",1.10859119606352
"1847","Utah","Garfield","49017",1.58192870958828
"1848","Utah","San Juan","49037",0.58876426884354
"1849","Virginia","Hopewell city","51670",0.882324033895516
"1850","Virginia","Lancaster","51103",2.20827847267939
"1851","Virginia","Montgomery","51121",1.30507366935671
"1852","Virginia","New Kent","51127",1.305326903689
"1853","Virginia","Northumberland","51133",1.28025183925805
"1854","Virginia","Powhatan","51145",2.40794193174009
"1855","Wisconsin","Oneida","55085",5.25345495438828
"1856","Wyoming","Converse","56009",0.937019969278034
"1857","Wyoming","Sublette","56035",0.802725802725803
"1858","Alabama","Macon","01087",1.35945407114349
"1859","Arkansas","Arkansas","05001",1.28023829947447
"1860","Arkansas","Ashley","05003",4.43435523532394
"1861","Arkansas","Hempstead","05057",2.08384667985655
"1862","Arkansas","Nevada","05099",0.866085319495705
"1863","Arkansas","Perry","05105",0.291545189504373
"1864","California","Tuolumne","06109",1.08747906457416
"1865","Colorado","Mineral","08079",0
"1866","Colorado","Montezuma","08083",0.523098458878275
"1867","Florida","Glades","12043",0.36214028403432
"1868","Florida","Wakulla","12129",1.85612900506548
"1869","Georgia","Bacon","13005",0.7838730640446
"1870","Georgia","Brooks","13027",1.42572181224113
"1871","Georgia","Candler","13043",1.77195638981671
"1872","Idaho","Owyhee","16073",1.76634937738111
"1873","Illinois","Bond","17005",2.99476062461007
"1874","Illinois","Knox","17095",2.441609378941
"1875","Illinois","Menard","17129",2.6544272031247
"1876","Illinois","Montgomery","17135",2.28721505517145
"1877","Indiana","Clay","18021",3.07082781169299
"1878","Indiana","Greene","18055",0.644577469975429
"1879","Indiana","Knox","18083",2.60924513211328
"1880","Indiana","Steuben","18151",0.858179911031866
"1881","Kansas","Finney","20055",0.375097443501444
"1882","Kansas","Montgomery","20125",1.37123719698743
"1883","Kansas","Stafford","20185",0
"1884","Kansas","Stevens","20189",0.974361555756905
"1885","Kentucky","Boyd","21019",1.95157958459697
"1886","Kentucky","Lewis","21135",2.80876961328089
"1887","Kentucky","Taylor","21217",2.51041195253313
"1888","Louisiana","Red River","22081",2.49413312586734
"1889","Louisiana","Sabine","22085",2.69038995530931
"1890","Maine","Somerset","23025",-0.420168067226891
"1891","Michigan","Cheboygan","26031",2.78698125669496
"1892","Minnesota","Cottonwood","27033",0.579072241594963
"1893","Minnesota","Douglas","27041",1.41716238066001
"1894","Minnesota","Isanti","27059",2.72688454055342
"1895","Minnesota","Otter Tail","27111",1.74543555615299
"1896","Mississippi","Carroll","28015",0.912952106236125
"1897","Mississippi","Claiborne","28021",0.179826367319318
"1898","Mississippi","Warren","28149",1.77151354806247
"1899","Montana","Deer Lodge","30023",3.3201581027668
"1900","Nebraska","Scotts Bluff","31157",0.684881864312716
"1901","New York","Lewis","36049",2.74129610264064
"1902","North Carolina","Alleghany","37005",16.0569659508838
"1903","North Carolina","Caswell","37033",0.764518473146643
"1904","North Carolina","Columbus","37047",1.25797737199935
"1905","North Carolina","Currituck","37053",0.603701574526524
"1906","North Carolina","Halifax","37083",1.66382386388625
"1907","North Carolina","Pamlico","37137",2.35059829692964
"1908","North Carolina","Washington","37187",1.61990626343695
"1909","North Carolina","Yadkin","37197",1.30245381117206
"1910","Oklahoma","Garfield","40047",3.03972407612299
"1911","Oklahoma","Rogers","40131",3.02032652039258
"1912","Oklahoma","Seminole","40133",3.12408037986185
"1913","Oklahoma","Texas","40139",0.287890061908555
"1914","Pennsylvania","Mifflin","42087",1.9295694860906
"1915","Pennsylvania","Venango","42121",0.230414746543779
"1916","South Dakota","Clark","46025",0
"1917","South Dakota","Clay","46027",1.21345759805541
"1918","South Dakota","Fall River","46047",5.75396825396825
"1919","South Dakota","Roberts","46109",2.14074269491706
"1920","South Dakota","Turner","46125",2.17357982153901
"1921","Tennessee","Coffee","47031",4.08822982717877
"1922","Tennessee","Haywood","47075",3.44131952016274
"1923","Tennessee","Henry","47079",4.3580858885355
"1924","Tennessee","McNairy","47109",2.65736566564584
"1925","Tennessee","Obion","47131",3.86759414890184
"1926","Texas","Dawson","48115",0.818748509050907
"1927","Texas","Ector","48135",1.03490859075906
"1928","Texas","Franklin","48159",1.31658526771163
"1929","Texas","Henderson","48213",1.5248320310012
"1930","Texas","Kleberg","48273",3.20581036138708
"1931","Texas","Polk","48373",1.86093945556334
"1932","Texas","San Jacinto","48407",3.03283438258808
"1933","Texas","Swisher","48437",0.935217791313727
"1934","Texas","Waller","48473",1.5108200683268
"1935","Virginia","Alleghany","51005",1.47883690086073
"1936","Virginia","Greensville","51081",1.40796134933986
"1937","Virginia","Manassas Park city","51685",0.425470885799535
"1938","Virginia","Tazewell","51185",3.52706310012499
"1939","Virginia","Winchester city","51840",0.290164075444244
"1940","Virginia","Wythe","51197",1.74132113904752
"1941","West Virginia","Cabell","54011",2.60805168388225
"1942","West Virginia","Morgan","54065",0
"1943","West Virginia","Wetzel","54103",0.714285714285714
"1944","West Virginia","Wirt","54105",0
"1945","Alabama","Bibb","01007",2.40683376390009
"1946","Alabama","Fayette","01057",3.20869022872119
"1947","Alabama","Hale","01065",1.00271690715672
"1948","Alabama","Sumter","01119",-0.0383909621846232
"1949","Arizona","Greenlee","04011",0.523801667177348
"1950","Arkansas","Newton","05101",1.34415881190281
"1951","Arkansas","St. Francis","05123",0.946181612302821
"1952","California","Alpine","06003",0
"1953","Colorado","Archuleta","08007",0.853068500127324
"1954","Colorado","Phillips","08095",0
"1955","Florida","Holmes","12059",1.90568013147322
"1956","Georgia","Appling","13001",1.38329209432889
"1957","Georgia","Banks","13011",1.64602261876597
"1958","Georgia","Berrien","13019",1.60274795494227
"1959","Georgia","Bleckley","13023",5.28969299778013
"1960","Georgia","Clay","13061",1.81280406899602
"1961","Georgia","Cook","13075",1.2167367317353
"1962","Georgia","Dade","13083",1.98304638001097
"1963","Georgia","Dooly","13093",0.581953624041475
"1964","Georgia","Gilmer","13123",3.30618122164919
"1965","Georgia","Jefferson","13163",2.01153914495248
"1966","Georgia","Johnson","13167",1.1928237425653
"1967","Georgia","McIntosh","13191",2.4484989700359
"1968","Georgia","Schley","13249",4.0879060087985
"1969","Georgia","Talbot","13263",1.10196339911157
"1970","Georgia","Warren","13301",4.60941561375283
"1971","Idaho","Bonner","16017",2.72991704680477
"1972","Idaho","Elmore","16039",0.838759320542052
"1973","Idaho","Jerome","16053",1.65395470383386
"1974","Idaho","Minidoka","16067",1.50385297324764
"1975","Illinois","Clark","17023",2.97797097405348
"1976","Illinois","Crawford","17033",0
"1977","Illinois","Marion","17121",2.43771641998667
"1978","Illinois","Randolph","17157",1.14876235164916
"1979","Illinois","Saline","17165",3.23732444163379
"1980","Iowa","Audubon","19009",0
"1981","Iowa","Crawford","19047",0.339007478745667
"1982","Iowa","Guthrie","19077",0.675864512471655
"1983","Iowa","Jackson","19097",1.72915886625635
"1984","Iowa","Jones","19105",0.801126550784177
"1985","Iowa","Van Buren","19177",1.81634897360704
"1986","Kansas","Atchison","20005",0.234192037470726
"1987","Kansas","Saline","20169",1.29344728180869
"1988","Kentucky","Marion","21155",2.47903544940059
"1989","Kentucky","Marshall","21157",1.44719346923699
"1990","Michigan","Antrim","26009",1.89303386671808
"1991","Michigan","Delta","26041",2.25718078708444
"1992","Michigan","Houghton","26061",0.893115604904576
"1993","Michigan","St. Joseph","26149",0.909122887255803
"1994","Minnesota","Itasca","27061",1.42833293475023
"1995","Minnesota","Meeker","27093",0.346234879493966
"1996","Minnesota","Watonwan","27165",0.474634334916783
"1997","Mississippi","Alcorn","28003",2.65886674203493
"1998","Missouri","Cedar","29039",1.6112571154588
"1999","Missouri","Crawford","29055",4.616833281765
"2000","Missouri","Livingston","29117",1.85684336627733
"2001","Missouri","Macon","29121",1.04893434408259
"2002","Missouri","Maries","29125",5.48886221155129
"2003","Missouri","Morgan","29141",3.3706141636444
"2004","Missouri","Osage","29151",2.91252766408046
"2005","Missouri","Pike","29163",4.75138703882736
"2006","Missouri","Reynolds","29179",0
"2007","Missouri","Stone","29209",6.03784499166992
"2008","Missouri","Webster","29225",1.80604422620392
"2009","Nebraska","Antelope","31003",0.793650793650794
"2010","Nebraska","York","31185",0.976314650482948
"2011","New Mexico","Torrance","35057",0.278752277610073
"2012","North Carolina","Alexander","37003",1.54590107842652
"2013","North Carolina","Rutherford","37161",1.84309965847299
"2014","North Dakota","Grand Forks","38035",1.06532409956239
"2015","North Dakota","Oliver","38065",2.38095238095238
"2016","Ohio","Brown","39015",1.69996822043749
"2017","Ohio","Holmes","39075",0.35535201641812
"2018","Ohio","Preble","39135",3.18907806928799
"2019","Ohio","Ross","39141",2.98752953262835
"2020","Oklahoma","Beckham","40009",3.16139932419002
"2021","Oklahoma","Cotton","40033",0.882107228856455
"2022","Oklahoma","Love","40085",2.32188194721697
"2023","Pennsylvania","Union","42119",4.10455757285406
"2024","South Carolina","Barnwell","45011",3.22903831281524
"2025","South Dakota","Marshall","46091",1.78571428571429
"2026","Tennessee","Fentress","47049",3.42254196374281
"2027","Tennessee","Giles","47055",1.78821945659431
"2028","Tennessee","Lawrence","47099",2.66281972387127
"2029","Tennessee","Marshall","47117",1.52034306282984
"2030","Tennessee","Warren","47177",3.7272461623735
"2031","Tennessee","Wayne","47181",0.85486529151206
"2032","Texas","Hill","48217",0.504146041286876
"2033","Texas","Leon","48289",0.513193251398617
"2034","Texas","Moore","48341",0.514805978510499
"2035","Texas","Wise","48497",4.04879306997086
"2036","Virginia","Henry","51089",2.07205855550318
"2037","Virginia","King William","51101",1.78047440406097
"2038","Virginia","Petersburg city","51730",1.59308653089746
"2039","Virginia","Smyth","51173",3.8906438122466
"2040","West Virginia","Randolph","54083",0.0703564413681886
"2041","West Virginia","Roane","54087",1.02040816326531
"2042","Wisconsin","Door","55029",2.8261209826113
"2043","Wisconsin","Jackson","55053",3.06794077972975
"2044","Wisconsin","Marquette","55077",1.97329361370358
"2045","Arkansas","Miller","05091",1.52508196159267
"2046","Arkansas","Scott","05127",5.1233037962767
"2047","California","Plumas","06063",0
"2048","Colorado","Lake","08065",1.38134141496783
"2049","Colorado","Saguache","08109",-0.133511348464619
"2050","Florida","Calhoun","12013",7.18697966529276
"2051","Florida","Union","12125",4.8184941890464
"2052","Georgia","Emanuel","13107",2.96212280537917
"2053","Georgia","Grady","13131",2.52123551723554
"2054","Georgia","Oglethorpe","13221",2.19309388360064
"2055","Georgia","Rabun","13241",1.78897181001726
"2056","Georgia","Screven","13251",1.81200834623396
"2057","Georgia","Stewart","13259",0.456725766557139
"2058","Georgia","Walker","13295",3.23403964910206
"2059","Georgia","Webster","13307",1.16902616902617
"2060","Georgia","Wilcox","13315",1.42305766665323
"2061","Georgia","Wilkinson","13319",2.47001889373729
"2062","Idaho","Adams","16003",0.793650793650794
"2063","Idaho","Camas","16025",0
"2064","Illinois","Ford","17053",3.44597876674122
"2065","Illinois","Ogle","17141",1.13872095381481
"2066","Indiana","Cass","18017",0.348335368386696
"2067","Indiana","Jefferson","18077",1.11836645923838
"2068","Iowa","Clay","19041",1.30102950372448
"2069","Kansas","Barton","20009",2.89059183353878
"2070","Kansas","Chautauqua","20019",0
"2071","Kansas","Labette","20099",2.9860032674525
"2072","Kentucky","Barren","21009",1.5999001957138
"2073","Kentucky","Edmonson","21061",2.02733425766935
"2074","Kentucky","Graves","21083",1.55465535001594
"2075","Kentucky","Hancock","21091",1.53436855998732
"2076","Kentucky","Henry","21103",4.50732403485343
"2077","Kentucky","Lawrence","21127",1.27323656735421
"2078","Kentucky","Powell","21197",2.74570867307962
"2079","Kentucky","Rockcastle","21203",2.04265239431818
"2080","Kentucky","Russell","21207",2.3825547717981
"2081","Louisiana","Concordia","22029",2.17621787866335
"2082","Louisiana","St. Helena","22091",1.16576844788865
"2083","Michigan","Arenac","26011",0.357142857142857
"2084","Michigan","Branch","26023",0.457386683582493
"2085","Michigan","Oscoda","26135",0
"2086","Minnesota","Brown","27015",1.01683390322926
"2087","Minnesota","Carlton","27017",1.58002718928788
"2088","Minnesota","Lyon","27083",0.409490090802421
"2089","Minnesota","Traverse","27155",0
"2090","Mississippi","Tishomingo","28141",4.29669585200627
"2091","Missouri","Harrison","29081",0.00403551251008876
"2092","Missouri","Ste. Genevieve","29186",3.05577580788727
"2093","Montana","Liberty","30051",0
"2094","Montana","Musselshell","30065",7.14285714285714
"2095","Nebraska","Kimball","31105",0
"2096","New York","Seneca","36099",0.662587408660337
"2097","North Carolina","Anson","37007",1.19692218773878
"2098","North Carolina","Clay","37043",1.43314303234204
"2099","North Carolina","Martin","37117",0.761800826012186
"2100","North Carolina","Rockingham","37157",2.37203600582818
"2101","North Carolina","Wilkes","37193",1.19465397821956
"2102","North Dakota","Grant","38037",0
"2103","North Dakota","McKenzie","38053",1.92378343969095
"2104","North Dakota","Williams","38105",2.34107300121605
"2105","Ohio","Perry","39127",2.71593935986622
"2106","Oregon","Malheur","41045",2.13096023088559
"2107","Oregon","Wallowa","41063",0
"2108","Pennsylvania","Bedford","42009",1.39415865702081
"2109","South Carolina","Bamberg","45009",1.08534010205999
"2110","Tennessee","Humphreys","47085",2.65133409072417
"2111","Virginia","Brunswick","51025",1.55102119274301
"2112","Virginia","Buckingham","51029",0.262745629190451
"2113","Virginia","Campbell","51031",4.76310167721407
"2114","Virginia","Carroll","51035",0.87814566081472
"2115","Virginia","Clarke","51043",0.411120970127181
"2116","Virginia","Franklin city","51620",5.93069562508337
"2117","Virginia","King and Queen","51097",1.57718943433229
"2118","Virginia","Page","51139",0.512254580224048
"2119","Virginia","Surry","51181",4.12314215305737
"2120","Virginia","Waynesboro city","51820",0.596771787136325
"2121","West Virginia","Hardy","54031",1.04427736006683
"2122","Wisconsin","Ashland","55003",3.44513882107867
"2123","Wisconsin","Buffalo","55011",0.704028839917342
"2124","Wisconsin","Oconto","55083",4.20127069711177
"2125","Alabama","Clarke","01025",5.24677949653671
"2126","Alabama","Conecuh","01035",1.279752824474
"2127","Alabama","Dale","01045",1.21954303032273
"2128","Arkansas","Carroll","05015",0.666259034760158
"2129","Arkansas","Lee","05077",0.128864343299689
"2130","Florida","Gulf","12045",7.10880413516319
"2131","Florida","Hardee","12049",1.76743674486147
"2132","Florida","Madison","12079",1.80150892711967
"2133","Florida","Okeechobee","12093",1.58634792038956
"2134","Georgia","Lanier","13173",0.339458845579245
"2135","Georgia","Putnam","13237",1.69928392567249
"2136","Georgia","Union","13291",3.47128926243244
"2137","Idaho","Gooding","16047",2.77865787948649
"2138","Idaho","Latah","16057",3.28669302478826
"2139","Illinois","Massac","17127",1.99735750155918
"2140","Illinois","Vermilion","17183",2.28312354697762
"2141","Indiana","Jay","18075",1.60238616977809
"2142","Iowa","Madison","19121",2.75843529738506
"2143","Iowa","Mitchell","19131",0.37593984962406
"2144","Kansas","Pratt","20151",0
"2145","Maine","Hancock","23009",4.14721444133209
"2146","Maryland","Dorchester","24019",0.879683490679775
"2147","Michigan","Mackinac","26097",4.59118532116244
"2148","Minnesota","Crow Wing","27035",2.29885784097271
"2149","Minnesota","Freeborn","27047",0.20075762547126
"2150","Minnesota","Yellow Medicine","27173",0.857371520036586
"2151","Mississippi","Jasper","28061",0.534363256298107
"2152","Missouri","Butler","29023",2.03970219862182
"2153","Missouri","Caldwell","29025",2.81312525010004
"2154","Missouri","DeKalb","29063",1.35062358276644
"2155","Missouri","Gasconade","29073",0.748299319727891
"2156","Montana","Carbon","30009",2.62312368672582
"2157","Nebraska","Cuming","31039",2.35853016634602
"2158","New Mexico","Catron","35003",3.57142857142857
"2159","New Mexico","Grant","35017",0.837469316084643
"2160","New Mexico","Otero","35035",0.288815273010796
"2161","North Dakota","Burke","38013",2.90498974709501
"2162","Ohio","Morrow","39117",0.883714066860374
"2163","Oklahoma","Greer","40055",0.529154299479503
"2164","South Carolina","Allendale","45005",2.73627604303062
"2165","Tennessee","Clay","47027",3.03170498045127
"2166","Tennessee","Grainger","47057",2.59500866683806
"2167","Tennessee","Hickman","47081",2.49617296143361
"2168","Tennessee","Lauderdale","47097",2.22118044136467
"2169","Tennessee","Sequatchie","47153",1.60507181596043
"2170","Texas","Anderson","48001",1.21331634096702
"2171","Texas","Camp","48063",1.22967869672279
"2172","Texas","Clay","48077",2.37386182543193
"2173","Texas","Colorado","48089",2.01209564732288
"2174","Texas","Comanche","48093",4.29441317016034
"2175","Texas","Gonzales","48177",1.47072955765894
"2176","Texas","Gray","48179",2.35879740101315
"2177","Texas","Kerr","48265",1.96274136580943
"2178","Texas","Live Oak","48297",1.54999720217112
"2179","Texas","Newton","48351",1.13515930451662
"2180","Texas","San Augustine","48405",0.730282661657225
"2181","Texas","Wood","48499",1.19727418402239
"2182","Virginia","Augusta","51015",1.32366764632007
"2183","Virginia","Sussex","51183",1.00523179510951
"2184","West Virginia","Barbour","54001",0.0164203612479474
"2185","Wisconsin","Crawford","55023",3.83552595043806
"2186","Wisconsin","Menominee","55078",3.00811552691252
"2187","Alabama","Coffee","01031",1.62909842729509
"2188","Alaska","Yukon-Koyukuk Census Area","02290",2.09256350000464
"2189","Arkansas","Mississippi","05093",3.89700387664901
"2190","Arkansas","Monroe","05095",1.88869214396406
"2191","Arkansas","Ouachita","05103",3.75140671806249
"2192","Arkansas","Sharp","05135",1.21875410386333
"2193","California","Del Norte","06015",1.72348484848485
"2194","Colorado","Custer","08027",1.42857142857143
"2195","Georgia","Telfair","13271",1.47746885578905
"2196","Idaho","Washington","16087",1.02755228343579
"2197","Illinois","Logan","17107",4.0403280082617
"2198","Illinois","Macoupin","17117",3.84404516155629
"2199","Illinois","Mercer","17131",1.22810768142874
"2200","Illinois","Moultrie","17139",5.0225309972194
"2201","Illinois","Piatt","17147",6.25430319758051
"2202","Indiana","Blackford","18009",2.82634874292604
"2203","Indiana","Spencer","18147",2.52040990849282
"2204","Iowa","Bremer","19017",2.43226435929924
"2205","Iowa","Jefferson","19101",1.28073482236328
"2206","Iowa","O'Brien","19141",2.49187934178566
"2207","Kansas","Cloud","20029",1.44499178981938
"2208","Kansas","Cowley","20035",1.28951205345916
"2209","Kentucky","Bath","21011",1.22515672935841
"2210","Kentucky","Crittenden","21055",2.10171601797218
"2211","Kentucky","Cumberland","21057",3.22388684633583
"2212","Kentucky","Lincoln","21137",0.574372597609615
"2213","Kentucky","Meade","21163",3.16704129204129
"2214","Kentucky","Pendleton","21191",3.34544292286777
"2215","Louisiana","Caldwell","22021",1.58400070825885
"2216","Maryland","Allegany","24001",1.04005932580087
"2217","Michigan","Dickinson","26043",2.379665153853
"2218","Minnesota","Koochiching","27071",1.38709019335242
"2219","Mississippi","Wayne","28153",0.6348372837701
"2220","Missouri","Howell","29091",1.93661202929605
"2221","Missouri","New Madrid","29143",3.66688533475055
"2222","Nebraska","Colfax","31037",0.184820124018941
"2223","Nebraska","Gage","31067",1.3674582542147
"2224","Nebraska","Hamilton","31081",0.587691786671379
"2225","Nebraska","Otoe","31131",0.997037292718356
"2226","New York","Yates","36123",0.25974025974026
"2227","North Carolina","Dare","37055",0
"2228","North Carolina","Gates","37073",0.6782544497408
"2229","North Carolina","Macon","37113",0.476445473014602
"2230","North Carolina","Mitchell","37121",0.568799494658446
"2231","North Carolina","Stokes","37169",1.65142107422921
"2232","Ohio","Guernsey","39059",0.763170095710518
"2233","Ohio","Hardin","39065",1.28887156015735
"2234","Ohio","Williams","39171",1.59629614952287
"2235","Oklahoma","Atoka","40005",1.7533345248646
"2236","Oklahoma","Kingfisher","40073",2.72893461713062
"2237","Oklahoma","Kiowa","40075",0
"2238","Oklahoma","Woodward","40153",2.53037476251762
"2239","Pennsylvania","Forest","42053",1.58730158730159
"2240","South Carolina","Cherokee","45021",2.04798033207724
"2241","South Carolina","Hampton","45049",2.91345926412861
"2242","South Carolina","McCormick","45065",1.72501341587965
"2243","South Dakota","Lake","46079",2.04848290914695
"2244","South Dakota","Spink","46115",3.44513882107867
"2245","Tennessee","Jackson","47087",2.42529757744315
"2246","Tennessee","Polk","47139",3.8518537329504
"2247","Texas","Donley","48129",1.59547956817926
"2248","Texas","Gillespie","48171",0.333661347726683
"2249","Texas","Goliad","48175",2.22634508348794
"2250","Texas","Jasper","48241",0.632986240869841
"2251","Texas","Jim Wells","48249",2.81695347535949
"2252","Texas","Lee","48287",1.80691659057142
"2253","Texas","Palo Pinto","48363",4.66350695403941
"2254","Texas","Panola","48365",1.13360071000738
"2255","Utah","Kane","49025",1.54950869236584
"2256","Virginia","Cumberland","51049",2.2704248970774
"2257","Virginia","Salem city","51775",3.00812374781712
"2258","Washington","Pend Oreille","53051",1.19108904823191
"2259","West Virginia","Pendleton","54071",2.51388846738132
"2260","Wisconsin","Adams","55001",3.04429483588859
"2261","Wisconsin","Trempealeau","55121",1.39658869771534
"2262","Wyoming","Uinta","56041",0.808631367665436
"2263","Alabama","Barbour","01005",0.606517561402357
"2264","Alabama","Henry","01067",1.21493776646949
"2265","Alaska","Southeast Fairbanks Census Area","02240",1.07855107855108
"2266","Arkansas","Lafayette","05073",1.13769903565822
"2267","Arkansas","Prairie","05117",5.28282527990851
"2268","California","Tehama","06103",2.09959536506428
"2269","Colorado","Las Animas","08071",1.9047619047619
"2270","Colorado","Rio Blanco","08103",14.3027210884354
"2271","Florida","Franklin","12037",19.9609288530633
"2272","Georgia","Elbert","13105",1.32241148279915
"2273","Georgia","Marion","13197",0.788993346010325
"2274","Georgia","Quitman","13239",0
"2275","Georgia","Towns","13281",3.61288561767422
"2276","Illinois","De Witt","17039",2.50136000344565
"2277","Illinois","Effingham","17049",6.90510676961959
"2278","Illinois","Jersey","17083",7.07716147244192
"2279","Indiana","Parke","18121",1.3708631155912
"2280","Iowa","Louisa","19115",0.0382909612881093
"2281","Iowa","Lyon","19119",1.91272741946305
"2282","Iowa","Plymouth","19149",0.512335715242902
"2283","Kansas","Marion","20115",1.88921722535168
"2284","Kansas","Osborne","20141",0
"2285","Maine","Aroostook","23003",0.446428571428571
"2286","Maine","Washington","23029",6.54761904761905
"2287","Michigan","Luce","26095",0
"2288","Missouri","Clark","29045",6.56375370661085
"2289","Missouri","Linn","29115",-0.445468509984639
"2290","Missouri","Saline","29195",0.517069568372433
"2291","Montana","Glacier","30035",4.22786339256676
"2292","Nebraska","Merrick","31121",3.5552597037878
"2293","New Hampshire","Coos","33007",0.892857142857143
"2294","North Carolina","Bladen","37017",1.10367250385811
"2295","North Carolina","Chowan","37041",3.04567575101951
"2296","North Carolina","Haywood","37087",5.32793694720737
"2297","North Dakota","Eddy","38027",5.2790346907994
"2298","North Dakota","Slope","38087",0
"2299","Oklahoma","Grant","40053",4.68697968697969
"2300","Oklahoma","Major","40093",4.82458282458282
"2301","Oklahoma","McCurtain","40089",0.651381402027243
"2302","Oregon","Crook","41013",1.33681379528556
"2303","Pennsylvania","Clinton","42035",0.49373618275608
"2304","Texas","Lampasas","48281",2.90794623460837
"2305","Texas","Titus","48449",0.586771899058699
"2306","Utah","Carbon","49007",6.94668200351325
"2307","Utah","Duchesne","49013",1.60019269157503
"2308","Utah","Emery","49015",0.952380952380952
"2309","Utah","Grand","49019",1.57381266076918
"2310","Utah","Juab","49023",1.73701810713137
"2311","Utah","Millard","49027",1.8803364598252
"2312","Virginia","Buena Vista city","51530",0.89918946301925
"2313","Virginia","Caroline","51033",1.16880393605881
"2314","Virginia","Emporia city","51595",0.764988116038769
"2315","Virginia","Lexington city","51678",1.92426108374384
"2316","Virginia","Pulaski","51155",2.51882859142595
